ATH	Low_DS_1	Low_DS_2	Low_DS_3	Medium_DS_1	Medium_DS_2	Medium_DS_3	Elevated_DS_1	Elevated_DS_2	Elevated_DS_3	Low_EI_1	Low_EI_2	Low_EI_3	Medium_EI_1	Medium_EI_2	Medium_EI_3	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Low_LI_1	Low_LI_2	Low_LI_3	Medium_LI_1	Medium_LI_2	Medium_LI_3	Elevated_LI_1	Elevated_LI_2	Elevated_LI_3
AT5G43920.1	110	642	324	558	444	422	515	514	406	624	336	371	141	541	730	415	95	459	481	531	395	538	646	379	384	335	321
AT5G43930.4	317	1367	449	780	805	784	1128	1179	946	819	629	687	164	703	1220	474	128	606	869	896	800	861	876	576	620	291	477
AT5G43935.1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G43940.2	1264	4134	2190	2412	1936	2093	2442	2379	1966	2241	1588	1831	561	2013	3480	1993	423	2239	3104	2376	2347	2459	2609	1830	2334	1724	2028
AT5G43950.1	26	156	83	115	87	86	110	110	102	123	88	91	23	93	190	87	10	95	137	109	89	94	131	89	108	85	99
AT5G43960.1	317	1046	499	689	674	631	683	662	602	1533	1192	1148	388	1818	2570	1774	399	2208	1441	1321	1228	2351	2454	1402	1969	1234	1305
AT5G43970.1	114	761	455	650	471	522	422	441	338	1387	1025	1245	399	1185	2722	1610	303	1648	1733	1497	1041	1766	1834	1775	1905	1823	2142
AT5G43980.1	25	149	89	130	109	83	136	128	95	565	291	413	105	347	658	389	89	343	213	214	158	133	135	138	134	122	109
AT5G43990.2	4	4	3	6	9	7	10	14	5	14	8	8	8	32	26	32	8	56	198	191	145	216	217	154	190	123	169
AT5G44000.1	282	1541	801	975	843	854	910	1012	816	946	640	789	166	718	1184	671	138	690	748	755	641	749	755	516	591	418	486
AT5G44005.1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	1	0	0	5
AT5G44010.1	0	1	1	0	0	1	1	2	0	5	7	4	2	2	4	4	1	11	26	15	10	22	23	13	17	18	19
AT5G44020.1	24	0	0	4	0	0	0	0	0	3	1	2	0	2	2	1	0	14	227	4	0	3	2	7	6	7	43
AT5G44030.1	3	4	0	0	0	2	0	0	2	15	9	9	2	11	10	4	1	12	79	4	11	14	18	15	13	10	13
AT5G44040.1	8	40	29	22	14	17	12	7	6	65	34	32	8	33	70	32	12	52	153	59	60	101	81	75	54	47	58
AT5G44050.1	0	0	0	1	2	0	0	2	0	0	2	0	0	1	0	0	0	1	20	0	0	0	1	0	0	2	4
AT5G44060.1	17	95	67	124	91	114	109	139	119	296	178	245	33	238	286	97	13	92	82	81	75	75	116	60	52	38	42
AT5G44065.1	0	2	0	3	2	0	1	1	3	8	4	3	0	4	10	4	0	2	2	3	2	2	5	2	0	0	0
AT5G44070.1	8	25	9	18	21	29	30	23	18	191	72	177	35	180	294	119	23	110	261	134	136	169	157	100	175	112	158
AT5G44080.1	96	676	364	424	373	386	400	423	352	454	287	391	74	341	532	307	54	271	288	309	263	257	336	225	254	197	196
AT5G44090.1	1420	4831	2070	3052	2610	2975	3080	3081	2615	3365	2181	2748	524	2804	4240	1466	410	1893	2033	2150	1633	2036	2385	1412	1420	868	975
AT5G44100.1	521	1651	725	991	854	969	1074	1171	984	1522	1061	1323	265	1211	1960	918	216	1135	1244	1130	1052	1176	1315	887	942	624	722
AT5G44110.1	205	623	336	249	254	244	135	129	105	61	53	61	5	36	58	16	2	14	72	25	26	24	26	18	22	17	26
AT5G44120.3	120389	674724	309193	363009	293757	300931	330323	347943	267434	254785	179179	206080	38220	173706	311134	144167	28550	136344	673966	719435	624964	360975	442126	291668	150009	98318	116065
AT5G44130.1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	1	5	83	2	0	0	0	3	3	3	55
AT5G44140.1	1	2	1	1	0	0	0	0	0	1	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	1
AT5G44150.1	93	393	196	298	283	300	259	277	244	389	281	384	84	311	626	192	57	305	301	265	240	246	267	191	233	150	194
AT5G44160.1	1	5	2	3	4	6	2	3	0	5	5	10	6	6	26	6	3	11	10	19	10	22	14	16	9	5	10
AT5G44170.1	26	262	122	209	157	147	221	255	173	302	189	252	85	227	472	338	48	305	300	276	210	314	382	307	276	276	332
AT5G44180.1	178	1013	476	618	693	595	928	918	905	932	800	905	224	1251	1602	739	188	861	992	865	1021	1274	1381	859	989	604	644
AT5G44190.1	157	688	267	466	400	371	467	470	396	318	227	258	88	405	562	401	84	426	494	440	430	613	680	502	544	378	497
AT5G44200.1	334	909	484	599	525	522	521	557	415	773	511	581	243	753	1550	978	170	1036	1309	1132	903	1230	1238	1094	1256	1066	1226
AT5G44210.1	0	2	3	2	5	4	6	5	2	9	6	5	2	8	12	18	2	14	13	10	9	29	27	31	50	47	65
AT5G44220.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	1	1	0	0	0	0	0
AT5G44230.1	16	129	73	89	74	63	69	71	51	167	102	138	29	178	252	134	31	127	177	172	166	246	246	189	201	130	185
AT5G44240.1	415	1525	639	1142	1140	1167	1324	1426	1214	2832	2168	2422	431	2088	3462	1459	439	1825	1250	1280	1247	1449	1635	919	983	575	713
AT5G44250.1	273	1154	520	669	736	753	942	1065	841	697	470	667	180	707	1570	807	150	803	657	617	547	879	960	657	757	632	756
AT5G44260.1	81	596	267	407	385	417	403	449	396	698	572	507	99	550	682	497	132	664	905	986	846	879	1070	660	933	470	594
AT5G44265.1	1	2	0	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44270.1	7	79	14	40	23	42	59	63	48	3	1	8	0	3	4	3	0	3	8	5	3	5	7	4	2	2	2
AT5G44280.2	982	4069	2020	2515	2566	2297	2252	2305	1832	1701	1310	1412	253	1329	2448	1024	237	1146	910	877	777	654	852	613	527	365	434
AT5G44290.1	193	1004	432	625	594	592	699	767	589	898	611	789	153	715	1212	536	127	628	624	668	640	709	716	488	596	362	485
AT5G44300.1	0	2	0	0	0	0	0	0	14	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44306.1	0	3	2	2	0	1	0	1	0	0	0	2	0	2	0	1	0	1	2	0	2	1	5	4	7	9	10
AT5G44310.2	7541	50201	28127	40474	35189	34164	40595	36366	28761	20586	12133	13266	3371	15367	19566	13897	2768	13194	12135	14125	10791	7975	12312	6974	7894	5878	6174
AT5G44316.1	0	0	0	1	0	0	1	0	0	3	2	0	1	1	2	0	0	0	1	0	0	1	0	1	0	2	0
AT5G44320.1	164	1244	643	1121	994	1005	1566	1629	1292	1933	1211	1390	447	1797	3140	1979	393	1943	2009	1912	1561	2600	2768	1881	2286	1700	1993
AT5G44330.1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
AT5G44340.1	116	469	204	171	163	157	138	131	130	1021	653	804	198	741	1414	1055	230	1066	1900	926	743	1501	1433	1154	1967	1529	1896
AT5G44345.1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44350.1	4	9	8	12	11	7	3	4	5	26	18	20	5	21	52	28	4	30	40	26	19	34	38	23	24	28	20
AT5G44360.1	40	301	159	223	210	226	414	454	351	132	121	123	43	152	232	262	47	259	773	715	618	296	338	241	153	123	111
AT5G44370.1	0	10	2	4	4	1	4	8	7	28	24	17	6	23	32	17	4	23	101	85	57	118	120	68	96	59	88
AT5G44380.1	38	320	152	234	279	272	600	613	592	317	190	216	68	345	442	375	76	380	502	490	884	319	337	245	695	445	382
AT5G44390.1	3	30	16	21	23	33	31	43	33	42	20	24	5	26	38	20	5	33	34	31	24	22	20	13	1	3	7
AT5G44400.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	11	163	0	0	0	0	6	1	1	5
AT5G44410.1	46	349	201	260	277	308	434	500	371	184	144	162	47	143	294	278	47	258	285	237	205	197	195	134	140	136	138
AT5G44420.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0
AT5G44430.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
AT5G44440.1	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44450.1	74	214	102	235	193	160	253	265	207	286	197	244	94	311	496	397	87	358	383	357	325	594	605	395	490	359	457
AT5G44460.1	4	8	0	11	7	7	15	34	17	60	41	41	21	53	150	130	31	107	56	79	66	269	291	199	298	306	361
AT5G44470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44480.1	3	6	1	8	6	6	3	4	7	19	7	16	2	17	28	18	8	6	32	21	22	21	16	9	19	8	12
AT5G44490.1	4	11	5	16	8	10	15	16	22	19	9	15	10	34	48	81	25	132	29	33	32	92	123	61	130	92	89
AT5G44495.1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44500.1	69	365	122	192	164	142	199	207	155	382	222	269	75	363	566	338	50	379	369	303	303	436	434	312	347	270	311
AT5G44510.1	13	136	50	76	80	87	142	126	125	57	47	44	7	82	86	50	16	83	145	119	102	186	270	99	123	98	93
AT5G44520.1	26	101	35	71	75	65	113	112	95	49	40	62	20	77	200	153	32	200	188	145	125	179	182	160	231	149	184
AT5G44530.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	1	2	11
AT5G44540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G44550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
AT5G44560.1	12	5	3	3	0	17	20	20	23	6	7	9	5	24	38	45	6	69	229	151	120	260	249	180	310	280	332
AT5G44565.1	0	9	4	7	3	3	6	6	3	8	4	3	4	4	14	30	3	36	20	10	7	25	33	21	36	35	40
AT5G44568.1	0	0	0	0	0	1	0	0	2	2	0	0	0	2	2	0	0	2	21	1	5	0	0	0	2	8	38
AT5G44570.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1
AT5G44572.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	4	10
AT5G44574.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	3	0	2	2	3	1	10
AT5G44575.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	9
AT5G44578.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	0	0	0	0	0	0	0
AT5G44580.1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	2	35	0	2	2	0	2	3	19	69
AT5G44582.1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	10	1	0	2	0	1	1	0	0
AT5G44585.1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	7	18	4	2	12	5	0	0	1
AT5G44590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2
AT5G44600.1	0	3	1	3	3	6	4	2	4	10	5	11	2	7	26	18	3	23	108	58	36	106	124	84	125	117	134
AT5G44610.1	1	4	3	3	7	4	1	4	5	12	8	6	0	5	12	7	2	8	9	9	1	0	3	2	0	2	4
AT5G44620.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0
AT5G44630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44635.1	2	0	2	1	3	0	1	4	7	6	7	3	0	5	8	10	4	12	120	21	36	94	84	46	131	81	92
AT5G44640.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
AT5G44650.1	42	63	39	93	94	94	140	155	116	222	162	173	52	220	430	452	85	514	515	211	162	699	718	486	887	688	824
AT5G44660.1	6	31	6	28	23	26	33	35	43	42	19	24	11	55	56	31	9	80	91	33	37	194	213	55	201	61	91
AT5G44670.1	308	2166	900	1581	1566	1585	1481	1775	1285	825	651	671	135	613	1000	624	143	709	779	854	782	694	875	549	574	333	434
AT5G44680.1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	4	6	1	12	107	4	2	19	20	16	27	34	37
AT5G44690.1	0	0	0	1	0	0	6	4	4	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	2	0	2
AT5G44700.1	7	85	43	65	78	89	114	132	124	101	61	83	40	236	302	399	96	457	281	383	425	1205	1291	702	1120	676	773
AT5G44710.1	60	239	130	166	144	147	136	125	100	284	199	214	69	302	560	419	84	405	470	345	278	497	556	430	481	507	482
AT5G44720.1	97	154	104	120	93	109	120	142	94	108	62	75	30	93	230	159	28	143	482	289	212	382	339	306	386	358	365
AT5G44730.2	41	126	66	91	65	89	63	65	64	254	162	219	58	190	492	191	38	209	216	138	112	238	227	175	231	187	176
AT5G44740.2	37	97	50	77	98	96	131	157	126	101	66	83	36	116	124	98	26	149	211	180	127	216	223	139	144	86	112
AT5G44750.2	133	474	188	228	325	288	360	383	353	462	323	360	134	640	688	451	163	814	694	615	637	1341	1553	622	947	425	497
AT5G44760.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT5G44770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G44780.1	31	163	68	155	126	126	151	155	149	414	308	310	72	503	604	368	92	460	344	380	348	517	546	325	413	212	244
AT5G44785.2	113	395	203	264	235	243	240	289	228	378	317	308	125	450	736	518	131	674	662	574	533	935	923	569	771	530	573
AT5G44790.1	593	3229	1427	1981	1725	1665	2131	2217	1770	1803	1255	1426	289	1443	2276	992	216	1056	1568	1812	1632	1429	1476	1100	1096	666	923
AT5G44800.1	92	711	292	420	503	415	541	595	522	636	734	696	133	950	1142	501	164	875	849	713	953	1328	1414	759	1103	478	554
AT5G44820.1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	10	0	0	0	0	0	0	0	5
AT5G44830.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44840.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44850.1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G44860.1	54	513	179	509	430	449	754	788	664	975	665	765	157	835	1170	585	132	667	641	681	533	685	774	458	501	299	355
AT5G44870.1	2	18	10	13	22	18	41	30	25	48	28	47	13	45	70	33	6	39	99	60	80	50	52	52	28	27	38
AT5G44894.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44900.1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
AT5G44910.1	5	35	14	12	9	10	18	22	20	25	13	15	5	18	24	13	2	14	11	7	7	12	12	3	8	4	11
AT5G44920.1	2	15	4	5	11	4	8	11	14	39	18	21	8	60	54	51	11	61	79	81	63	97	154	74	117	64	66
AT5G44930.1	11	66	20	39	52	36	50	85	43	140	71	95	43	190	284	195	54	272	256	283	214	409	467	246	337	236	251
AT5G44940.1	0	0	0	2	2	0	20	18	17	1	0	0	2	3	8	21	0	15	2	2	0	6	2	4	10	11	15
AT5G44950.1	0	2	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44960.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44970.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44973.1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G44980.1	5	26	11	31	25	35	48	62	54	78	56	81	15	83	184	149	23	160	86	68	79	132	136	98	143	117	121
AT5G44990.1	0	0	0	0	0	0	0	0	0	30	0	19	6	20	40	7	2	4	0	4	2	1	1	1	0	2	1
AT5G45000.1	0	1	2	1	0	0	1	1	0	8	7	3	0	2	6	3	0	2	2	0	2	0	0	0	0	1	10
AT5G45010.1	190	735	531	686	548	525	648	613	447	3110	1999	2749	652	1845	4536	3067	440	2954	1938	1565	1100	1522	1676	1703	1588	1722	2070
AT5G45020.1	19	59	21	32	29	32	54	49	40	58	35	35	11	56	106	72	18	93	154	149	140	151	168	98	157	86	122
AT5G45030.1	146	410	217	374	319	324	472	481	376	304	191	256	69	236	530	333	58	328	317	202	186	280	299	242	333	248	316
AT5G45040.1	146	384	207	356	307	314	450	460	373	224	175	191	53	157	412	307	57	297	258	177	146	228	251	211	296	241	295
AT5G45050.1	27	191	78	150	154	156	201	189	192	239	212	194	49	262	436	211	49	320	370	337	339	491	544	304	358	200	251
AT5G45060.1	10	106	61	99	87	91	127	133	118	164	137	141	31	216	326	157	45	235	284	211	233	291	309	203	227	150	140
AT5G45070.1	0	0	1	1	1	2	6	6	5	1	1	1	0	3	2	1	0	0	1	1	0	2	0	1	1	0	0
AT5G45080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G45090.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45095.1	4	11	3	8	7	9	2	5	6	59	34	24	21	73	92	47	12	57	84	79	63	170	191	85	145	82	77
AT5G45100.1	112	607	340	502	438	485	338	344	282	1224	865	1094	230	870	1730	674	125	652	686	606	530	631	813	531	446	448	443
AT5G45105.2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45110.1	74	327	159	205	194	236	273	254	256	1680	1158	1417	264	1148	1504	529	138	547	502	427	499	489	619	267	342	191	201
AT5G45113.1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	1	1	0	0	0	0	1	0	0	0
AT5G45120.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G45130.1	1232	3467	1681	2108	1832	1811	1931	2119	1586	2320	1479	2030	333	1407	3036	1297	263	1158	1504	1353	1071	1013	1185	1032	850	678	902
AT5G45140.1	383	945	436	570	619	544	578	610	532	921	830	790	235	1181	1486	842	258	1308	1082	971	1204	1665	1991	937	1043	707	749
AT5G45150.1	14	87	44	54	66	78	94	104	61	46	48	36	16	72	104	79	13	81	87	93	84	121	123	82	95	54	74
AT5G45160.1	1037	3573	1481	1936	1965	1930	2190	2247	1883	2133	1667	1742	417	2233	3178	1537	389	2050	1606	1650	1586	1626	1769	1156	1224	727	876
AT5G45170.1	25	107	43	74	66	68	77	105	65	132	113	145	40	161	272	177	29	178	305	188	124	246	281	195	196	175	215
AT5G45180.1	0	1	2	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45190.2	139	832	373	552	563	499	625	565	483	784	587	647	167	642	1058	580	116	581	614	599	554	661	792	501	536	383	474
AT5G45200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45210.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G45220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	2	2	0	0	1	1	5	2	1
AT5G45230.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45240.1	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	1	4	0	0	7	7	4	5	8	11
AT5G45250.1	20	147	64	145	152	140	254	247	224	145	128	143	44	173	304	154	48	165	318	283	297	312	333	230	209	166	207
AT5G45260.1	2	19	6	22	18	18	30	29	31	69	39	49	15	81	138	51	26	94	134	66	67	145	138	83	128	53	87
AT5G45275.1	1	7	7	8	7	12	12	10	13	47	38	32	15	64	88	62	8	63	87	62	49	127	139	92	116	79	94
AT5G45280.2	146	314	150	150	171	148	94	124	114	573	338	358	84	433	590	301	66	304	153	111	104	175	177	113	168	126	135
AT5G45290.2	7	26	20	12	19	29	31	26	16	99	66	78	12	101	120	84	17	97	202	137	120	229	217	170	186	144	175
AT5G45300.1	150	569	262	355	330	323	471	507	447	364	228	299	94	346	604	306	48	358	384	422	335	448	517	309	340	223	262
AT5G45310.1	2344	12419	5971	8477	7919	8361	8848	9953	7544	3485	2223	2866	550	2215	4010	2053	454	2230	3418	3293	2564	1768	2304	1523	1242	763	991
AT5G45320.1	1	16	0	1	1	3	0	1	2	2	0	1	1	1	2	0	0	0	3	0	1	1	0	0	0	0	2
AT5G45330.1	46	229	80	119	110	135	118	108	104	164	140	145	29	184	226	116	23	145	236	229	190	290	299	200	251	133	192
AT5G45340.1	2	13	7	8	6	8	17	8	10	132	62	111	9	74	130	63	16	69	18	23	23	41	19	25	54	38	25
AT5G45350.1	177	1065	600	459	364	435	243	248	257	1886	1173	1459	200	828	1502	649	82	590	778	622	517	444	469	417	316	251	365
AT5G45360.1	1285	3672	2093	2361	1889	2082	2087	2316	1740	2762	1992	2296	505	1835	3620	1759	346	1667	1737	1620	1318	1603	1674	1328	1230	807	1063
AT5G45370.2	7	32	10	29	31	19	44	48	48	65	43	50	6	38	112	31	15	61	79	68	58	83	104	65	87	42	46
AT5G45380.1	5	8	1	4	4	3	1	2	4	15	14	15	4	14	26	25	7	24	58	65	73	176	172	90	141	131	128
AT5G45390.1	427	2079	1192	1419	1067	1154	1184	1316	985	1420	993	1091	374	1427	2686	1743	344	2011	2371	1693	1412	2339	2468	1768	2500	2119	2528
AT5G45400.1	14	136	55	52	54	42	31	35	36	103	84	92	25	85	114	73	21	89	129	105	109	165	181	103	142	106	86
AT5G45410.1	305	1379	794	1046	1054	1141	1388	1435	1070	1322	834	1138	233	929	1860	995	193	993	764	721	655	718	686	597	567	428	546
AT5G45420.1	49	223	122	204	163	142	192	219	186	716	472	529	169	572	1222	883	174	932	786	699	632	934	882	734	887	793	851
AT5G45428.1	1754	7155	3150	3331	3421	3689	3796	3917	3258	5197	3815	4206	965	4770	7038	3490	908	4488	4705	4656	4395	4142	4914	3080	3063	1791	2195
AT5G45430.1	1754	7156	3150	3331	3421	3689	3796	3917	3259	5197	3815	4206	965	4770	7038	3490	908	4488	4705	4656	4395	4142	4914	3080	3063	1791	2195
AT5G45440.1	20	253	74	170	129	158	237	222	228	20	5	14	5	16	30	12	4	10	21	12	3	6	14	6	8	6	9
AT5G45450.1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0
AT5G45460.1	2	3	0	0	1	0	0	2	1	6	3	3	2	3	2	10	2	13	26	24	15	49	71	33	57	29	42
AT5G45469.1	0	2	3	2	3	1	2	3	7	4	3	2	0	9	8	6	1	11	8	3	7	16	10	9	5	1	3
AT5G45470.1	6	33	7	18	24	17	30	43	42	22	45	26	6	53	52	39	10	81	146	52	82	210	236	104	222	118	151
AT5G45480.1	8	53	18	37	59	44	99	105	87	57	36	34	27	90	78	58	19	85	178	103	131	251	305	124	260	132	159
AT5G45490.1	15	59	32	59	55	49	117	83	89	36	15	7	9	46	32	40	6	41	163	51	57	125	133	79	145	127	156
AT5G45500.1	24	204	87	203	167	148	259	311	220	166	134	113	59	197	334	262	43	311	466	381	303	459	557	289	437	299	426
AT5G45510.1	34	249	108	112	123	101	109	109	89	507	402	380	70	428	540	312	92	406	638	451	617	638	707	436	541	372	519
AT5G45520.1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	3	13	5	1	1	5	0	2	5	4
AT5G45530.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	1	0	0	0
AT5G45540.1	0	1	1	1	2	3	6	11	8	5	1	1	0	2	8	3	1	10	24	5	5	17	11	6	11	4	13
AT5G45550.1	184	419	220	260	167	213	166	166	163	633	440	502	139	559	1032	522	103	543	422	341	307	366	399	301	290	259	280
AT5G45560.1	6	12	13	6	3	2	8	8	2	9	9	6	1	9	32	9	1	13	50	19	25	40	42	19	39	24	28
AT5G45570.1	0	12	1	4	3	2	4	0	1	2	0	0	1	1	2	4	0	5	1	3	1	8	5	0	9	5	2
AT5G45573.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G45580.1	5	35	27	15	22	15	9	6	7	7	12	3	1	5	8	2	2	5	12	12	3	11	14	12	14	14	10
AT5G45590.1	27	54	33	45	41	64	46	48	42	102	75	114	26	136	244	223	45	239	341	260	229	425	410	306	474	397	470
AT5G45600.1	108	268	133	201	188	186	178	218	156	474	307	459	133	429	824	554	125	644	569	486	353	669	671	525	702	603	627
AT5G45610.1	15	81	24	53	40	33	30	37	28	82	58	64	33	127	166	98	34	157	218	193	155	254	348	167	222	158	172
AT5G45620.1	337	1274	532	797	727	768	968	1044	759	1658	1164	1229	386	1572	2708	1637	350	1989	1554	1355	1318	2018	2096	1421	1973	1289	1557
AT5G45630.1	24	168	119	211	217	238	140	177	125	1367	759	1125	72	298	636	209	26	155	367	294	229	94	201	141	52	28	39
AT5G45640.1	0	0	0	0	1	2	0	0	0	5	6	4	0	3	6	4	0	1	1	0	5	2	0	1	1	0	1
AT5G45650.1	3	0	0	2	0	1	1	1	1	2	2	1	11	40	20	61	14	100	135	82	92	874	631	336	461	248	343
AT5G45660.1	150	971	435	650	504	511	627	731	523	626	412	523	114	366	770	427	60	376	810	777	625	574	615	517	464	401	459
AT5G45670.1	52	7	0	5	0	6	0	0	1	0	4	0	0	1	2	16	3	9	188	101	81	456	378	262	425	393	355
AT5G45680.1	46	101	50	45	41	46	50	50	39	53	39	25	5	24	58	62	15	63	246	30	22	26	48	26	63	45	74
AT5G45690.1	50764	201220	110258	101170	85147	88277	67177	79158	51934	34201	22178	27097	3415	13846	29636	10777	1940	9946	27782	26331	19181	8346	9870	8235	3717	2688	3392
AT5G45700.1	2	2	2	1	0	0	2	1	1	1	1	1	1	2	0	1	0	1	89	1	0	1	2	2	0	0	0
AT5G45710.1	53	305	157	202	195	189	165	177	140	291	157	259	43	188	372	146	29	177	212	192	145	166	209	146	148	107	135
AT5G45720.1	244	1235	590	741	712	702	509	610	485	655	525	636	130	614	1104	537	146	692	627	684	664	581	680	409	389	279	259
AT5G45730.1	3	15	13	26	19	20	24	24	17	32	14	28	4	25	60	37	5	34	39	53	38	42	45	40	38	16	26
AT5G45740.1	1	2	3	0	2	2	0	1	0	1	3	1	0	2	4	1	1	2	10	6	9	0	5	4	11	4	12
AT5G45750.1	16	86	47	71	60	77	54	71	66	264	168	226	56	186	410	218	40	205	260	135	116	206	205	183	238	222	256
AT5G45760.1	26	82	37	50	61	61	52	74	37	56	36	42	24	68	144	84	16	131	182	186	145	229	265	141	181	125	142
AT5G45770.1	1	0	0	2	0	1	0	1	0	2	0	1	0	2	0	0	1	3	7	1	1	2	8	0	2	4	1
