ATH	Elevated_LI_1	Elevated_LI_3	Elevated_LI_2	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Elevated_DS_1	Elevated_DS_3	Elevated_DS_2	Low_LI_1	Low_LI_2	Low_LI_3	Low_EI_3	Low_EI_1	Low_EI_2	Low_DS_1	Low_DS_3	Low_DS_2	Medium_LI_1	Medium_LI_2	Medium_LI_3	Medium_EI_2	Medium_EI_1	Medium_EI_3	Medium_DS_1	Medium_DS_3	Medium_DS_2
AT5G06280.1	134	110	101	167	29	199	92	96	110	124	106	93	145	156	95	22	46	100	198	228	110	181	53	340	121	79	89
AT5G06290.1	248	206	188	28	3	79	7	9	13	723	121	74	16	26	21	5	10	6	191	214	147	24	4	48	6	8	5
AT5G06300.1	3	5	9	4	0	5	1	0	2	13	10	5	17	8	2	0	2	2	10	14	8	13	2	20	1	2	2
AT5G06310.1	138	127	128	128	21	121	150	135	167	187	200	139	174	164	132	61	124	216	176	195	147	138	39	216	121	126	137
AT5G06320.1	383	425	371	793	120	576	207	213	209	616	675	668	1378	1535	927	64	171	375	522	958	572	727	176	1550	211	312	241
AT5G06330.1	323	240	220	406	74	352	927	732	1005	366	302	257	334	437	312	158	580	1383	432	476	287	490	106	858	903	777	754
AT5G06340.1	1427	1442	1089	1066	198	1039	1167	893	1285	1062	924	658	761	861	612	198	248	503	1242	1302	1056	717	248	1668	619	570	578
AT5G06350.1	522	397	347	424	100	548	267	264	288	533	461	505	330	450	333	120	136	391	690	782	430	490	106	724	244	236	243
AT5G06360.1	7105	7407	6130	8282	1492	8466	5071	4093	5384	7981	7358	5621	6164	7094	4753	3075	4889	8848	7580	7731	6931	6200	1930	13466	6002	4875	4978
AT5G06370.1	1529	1410	1040	4024	715	3669	4560	3667	5199	2993	2976	2080	5680	7111	4591	854	2441	5110	1679	1830	1686	3961	946	8014	3823	3261	3136
AT5G06380.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0
AT5G06390.1	83	80	70	33	3	33	37	30	29	192	60	48	30	48	27	10	24	47	64	72	50	26	6	58	31	39	28
AT5G06400.1	65	53	81	30	8	35	20	11	23	66	73	57	28	38	26	6	9	35	92	94	54	27	10	40	26	26	25
AT5G06410.1	256	241	203	246	41	291	154	128	190	260	284	227	222	247	205	57	112	229	282	309	256	241	59	430	165	127	119
AT5G06420.1	130	120	105	149	36	163	145	134	125	172	175	151	202	223	180	31	80	185	160	185	152	161	51	399	116	110	149
AT5G06430.1	154	170	131	153	34	176	87	67	104	194	151	116	157	191	122	25	58	122	215	209	149	113	43	288	79	84	80
AT5G06440.4	473	443	348	579	119	673	645	502	715	713	669	518	741	885	603	294	557	1029	607	752	514	683	159	1226	570	653	635
AT5G06450.1	178	202	173	106	16	104	73	42	74	312	214	201	139	168	101	50	163	252	256	238	171	108	32	294	159	134	121
AT5G06460.1	1807	1226	1003	1651	388	2145	2824	2668	2900	1900	1889	2085	1233	1637	1379	632	1849	4319	2321	2663	1442	2039	430	2752	2215	2458	2732
AT5G06470.1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
AT5G06480.1	20	8	12	2	1	11	3	5	6	9	9	9	0	7	3	8	3	13	13	13	16	9	2	10	4	4	10
AT5G06490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06500.1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06510.1	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G06520.1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G06530.2	0	41	7	0	1	4	0	9	0	48	0	0	1	9	1	0	0	9	0	0	1	0	0	2	0	1	0
AT5G06540.1	80	52	67	59	17	65	51	47	37	87	76	101	41	76	37	7	22	43	117	132	76	80	12	104	34	35	43
AT5G06550.1	962	849	781	896	159	1000	141	116	147	798	706	572	467	598	386	21	98	176	1112	1234	909	664	185	1186	173	148	151
AT5G06560.1	1885	1882	1578	2249	399	2104	1746	1400	1853	1788	2043	1760	1984	2243	1656	339	918	1726	2260	2665	1921	2172	463	3860	1335	1132	1079
AT5G06570.1	89	81	63	231	32	254	435	306	443	134	142	147	149	163	122	162	508	926	83	122	93	191	45	306	446	332	363
AT5G06580.1	476	425	334	334	75	370	434	359	487	463	457	422	267	324	225	271	300	658	525	555	365	306	66	538	394	340	372
AT5G06590.1	46	49	37	31	6	35	10	15	15	73	53	50	41	52	29	25	46	70	53	68	42	29	4	62	29	25	28
AT5G06600.1	1828	1265	975	1519	404	1962	1685	1453	1730	2081	1833	1812	1947	2201	1817	1036	1303	3134	2320	2541	1570	2084	383	3112	1536	1559	1602
AT5G06610.1	28	18	17	4	0	5	1	0	0	32	7	5	7	7	2	0	1	1	27	28	17	2	1	6	0	1	0
AT5G06620.1	210	189	180	81	21	117	78	77	96	211	215	168	56	54	41	36	58	150	318	326	203	88	23	114	86	74	88
AT5G06630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
AT5G06640.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AT5G06650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06660.1	473	437	449	688	117	603	258	220	260	389	289	247	486	598	309	53	213	398	434	483	368	516	159	1042	281	250	226
AT5G06670.1	317	170	184	82	21	150	69	47	55	229	188	238	26	31	23	4	19	38	323	384	226	78	16	68	22	15	45
AT5G06680.1	308	232	197	263	61	315	192	153	200	345	294	274	144	201	140	20	72	137	407	450	323	242	51	364	177	122	150
AT5G06690.2	79	66	44	38	8	50	15	14	26	105	10	2	5	7	3	0	1	0	35	25	27	9	1	12	3	3	7
AT5G06700.1	133	148	91	62	14	105	40	45	65	258	96	85	32	61	35	10	16	23	142	157	96	77	13	116	26	30	27
AT5G06710.1	26	24	15	3	0	9	9	18	14	37	11	8	1	1	3	5	6	14	24	17	13	2	3	8	7	6	11
AT5G06720.1	0	7	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT5G06730.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0
AT5G06740.1	7	0	2	3	1	7	7	16	4	3	1	4	19	29	26	2	2	7	0	1	5	66	3	40	8	7	9
AT5G06750.1	122	112	102	192	40	210	1987	1973	1820	226	169	146	614	740	543	286	620	1313	140	205	130	438	57	544	1346	1590	1397
AT5G06755.1	43	34	36	78	29	92	797	734	787	83	56	47	204	209	178	149	343	692	48	64	27	132	24	202	486	657	642
AT5G06760.1	33407	37812	30116	54281	8651	45979	93853	71981	100234	70828	62786	46920	60783	73918	49559	18920	65995	101037	36786	41085	38796	33462	9755	78276	84069	82232	86987
AT5G06770.1	115	104	95	85	19	104	34	26	42	107	73	59	118	144	112	7	15	27	109	96	90	73	18	114	23	24	28
AT5G06780.1	417	375	270	466	91	472	628	484	668	527	502	433	488	614	408	362	544	933	502	567	412	565	133	920	591	534	551
AT5G06790.1	11	7	4	1	1	3	1	1	0	10	1	1	0	0	0	0	0	0	1	4	6	2	1	0	0	0	0
AT5G06800.1	7	4	7	12	0	14	0	0	1	3	1	2	3	2	2	0	0	0	5	7	5	4	0	2	0	0	0
AT5G06810.1	348	315	286	318	68	336	111	101	112	280	320	248	257	302	210	13	53	102	377	419	265	323	52	522	98	84	83
AT5G06820.1	11	11	12	11	4	18	42	42	58	32	15	28	38	65	24	16	20	69	32	39	13	58	5	44	24	25	37
AT5G06830.1	451	377	333	379	84	404	430	362	457	516	398	395	357	500	304	160	268	508	452	478	347	411	99	744	341	330	322
AT5G06839.3	616	267	243	691	190	881	1631	1414	1621	481	555	493	1140	1610	1106	564	907	2311	704	877	472	1454	224	1830	1563	1266	1228
AT5G06850.1	7	8	6	2	0	2	0	2	0	20	3	2	0	0	0	1	0	0	11	3	5	0	0	0	0	4	0
AT5G06860.1	3121	2239	2732	1486	226	1100	1841	1455	1921	763	926	2169	1544	1888	718	124	355	727	392	431	691	1828	345	2612	1011	928	846
AT5G06870.1	98	102	81	7	1	22	13	7	14	195	7	18	2	1	1	0	0	0	17	12	13	3	0	8	3	3	1
AT5G06890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G06910.1	528	457	427	564	99	583	331	221	317	525	416	376	457	507	363	172	232	393	543	587	448	458	122	812	292	236	219
AT5G06920.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	1
AT5G06930.1	67	35	28	87	14	110	163	155	179	85	72	68	89	92	61	40	58	137	74	88	49	70	17	136	122	132	104
AT5G06940.1	73	56	27	3	0	3	10	16	20	37	25	21	3	1	5	2	5	4	68	62	42	3	2	4	5	2	5
AT5G06950.1	427	404	349	461	109	489	446	418	527	596	552	476	423	463	336	108	191	440	660	690	503	452	122	833	342	356	342
AT5G06960.1	441	349	282	588	134	658	668	562	661	489	467	375	751	766	535	190	284	583	528	548	449	674	155	1273	557	526	549
AT5G06970.1	681	450	418	375	97	528	486	441	492	661	563	594	302	339	296	138	188	339	869	995	508	390	79	550	278	283	317
AT5G06980.4	1282	1416	1061	525	105	573	782	697	924	1805	1908	1334	465	449	388	315	587	1114	1320	1370	1228	379	102	666	814	678	683
AT5G06990.1	11	4	4	11	0	4	1	1	1	15	7	9	6	7	6	1	0	2	9	9	9	9	1	10	1	1	3
AT5G07000.1	178	121	116	76	13	53	36	25	31	44	42	57	13	23	21	5	50	69	179	159	96	26	4	54	29	34	28
AT5G07010.1	598	455	422	515	105	506	617	496	647	414	382	408	237	334	265	250	899	1787	571	566	375	406	84	680	656	850	705
AT5G07020.1	433	438	303	252	56	302	384	330	470	760	500	395	131	197	127	180	398	925	378	393	297	182	37	344	466	453	433
AT5G07030.1	82	89	56	40	6	58	148	121	183	569	79	66	39	55	34	36	87	195	79	82	90	42	11	70	135	125	123
AT5G07040.1	7	4	8	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	7	5	5	0	0	0	0	0	0
AT5G07050.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AT5G07060.1	75	47	35	78	12	104	82	81	83	28	22	16	22	15	12	3	4	25	39	29	27	30	3	50	24	25	24
AT5G07070.1	34	25	28	35	7	52	83	50	71	105	65	89	44	47	31	18	102	232	51	74	40	41	14	52	98	93	84
AT5G07080.1	0	1	0	0	0	1	1	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AT5G07090.1	17881	18904	15379	7286	1365	7421	1606	1449	1799	12737	12173	9139	2917	3793	2497	320	557	1110	16653	16413	13762	4303	1474	9354	1684	1307	1423
AT5G07100.1	4	11	2	2	1	4	8	5	6	3	1	9	2	4	0	5	2	9	1	0	1	5	1	8	5	6	7
AT5G07110.1	4	10	5	12	2	10	16	16	16	21	5	4	12	7	10	1	7	26	9	12	3	12	1	22	18	11	10
AT5G07120.1	251	224	173	264	60	287	208	182	226	299	245	190	239	284	204	64	101	224	327	359	213	280	59	472	175	156	159
AT5G07130.1	31	19	8	7	2	16	13	15	10	34	26	30	2	8	5	3	13	15	41	42	18	23	3	6	17	15	15
AT5G07140.1	63	34	47	13	1	11	2	0	0	49	30	30	9	1	9	1	0	0	45	62	34	8	2	20	1	1	2
AT5G07150.1	55	39	27	7	1	20	2	1	3	51	32	11	2	4	6	0	1	3	48	70	26	4	0	2	3	5	5
AT5G07160.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G07170.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07180.1	345	200	171	72	11	118	18	8	12	501	487	524	11	24	18	6	10	10	510	523	331	32	8	56	15	13	12
AT5G07190.1	62	51	54	141	30	155	400	300	346	1100	1060	944	144	165	136	162	483	693	203	232	148	146	23	324	306	366	240
AT5G07200.1	743	460	492	538	133	714	66	78	72	1448	1234	1222	169	329	235	8	13	25	844	936	622	257	93	544	96	61	71
AT5G07210.1	1	0	0	0	1	0	1	7	1	3	0	1	0	1	1	0	0	1	3	2	0	0	0	0	0	0	0
AT5G07220.1	180	220	151	472	102	407	318	277	375	593	436	392	1060	1171	757	363	751	1535	277	271	277	705	170	1498	619	602	667
AT5G07225.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07230.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07240.1	34	46	25	35	6	31	13	29	20	122	52	42	10	9	8	3	18	26	36	44	43	13	6	50	17	17	18
AT5G07250.1	102	98	83	219	34	206	198	169	247	140	128	88	152	185	145	22	65	126	112	93	86	139	50	296	113	88	92
AT5G07260.1	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
AT5G07270.1	220	150	124	174	44	233	183	173	199	248	216	200	251	337	197	82	216	379	272	323	222	299	48	404	204	219	201
AT5G07280.1	29	17	12	7	4	14	42	45	31	61	9	18	5	7	6	4	21	39	18	26	14	12	1	18	23	26	26
AT5G07290.1	1441	908	745	1271	351	1764	3141	2937	3415	2057	2004	2167	2116	2638	2097	2062	3890	9103	1985	2350	1320	2563	432	3204	3555	4025	3936
AT5G07300.1	493	379	292	300	74	373	244	197	276	515	485	349	265	310	192	97	94	290	577	613	386	351	66	522	205	194	212
AT5G07310.1	30	20	31	0	5	4	0	0	0	6	25	22	7	4	0	0	0	0	1	0	4	1	0	8	0	0	0
AT5G07320.1	508	460	331	426	93	396	296	226	296	470	426	383	370	442	313	75	183	350	543	533	345	374	90	676	240	268	269
AT5G07330.1	7750	7636	5749	12850	2305	12128	31348	25445	34294	13359	12192	10164	17502	21798	14757	5108	16496	30653	8830	10395	8016	11495	3099	23660	26268	26204	24283
AT5G07340.2	979	820	728	682	149	657	1547	1410	1425	840	688	697	943	1209	774	427	779	1871	1125	1080	814	681	168	1086	1142	1075	1102
AT5G07350.2	2476	1800	1520	1396	298	1690	1485	1180	1284	2101	1831	2047	1291	1642	1317	443	659	1499	2722	2823	1669	1695	366	2158	955	926	986
AT5G07360.1	3593	3088	2381	4180	912	4371	11699	9544	12929	5138	5225	4512	2810	3265	2620	4209	6359	13211	4376	4741	3533	3129	734	5810	9042	10058	9449
AT5G07370.2	925	850	712	1347	285	1405	383	342	428	782	732	580	1198	1422	934	54	175	379	916	1014	706	1039	282	1998	335	317	343
AT5G07380.3	43	13	21	50	10	78	287	312	301	59	48	56	115	143	102	182	209	573	59	102	32	122	13	150	301	343	343
AT5G07390.1	3	4	4	7	3	17	22	38	35	6	6	7	15	27	12	15	35	87	15	11	5	17	2	16	48	55	42
AT5G07400.1	119	102	79	93	20	100	46	36	49	160	150	134	76	96	77	23	53	101	170	165	98	98	23	154	54	55	42
AT5G07410.1	0	0	0	0	0	0	8	715	8	0	0	0	0	1	0	17	12	23	0	1	0	0	0	0	28	13	22
AT5G07420.1	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	2
AT5G07430.1	0	0	0	0	0	0	34	229	25	0	1	2	0	3	0	31	51	92	0	0	0	0	0	0	105	88	126
AT5G07440.1	709	531	603	1424	218	955	306	298	304	1241	1147	1169	2995	3553	1552	481	801	1490	683	1116	690	2222	421	3634	391	511	432
AT5G07450.1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0
AT5G07460.1	639	538	520	225	38	172	65	52	75	308	259	217	52	39	32	17	14	32	572	538	428	91	28	154	42	29	32
AT5G07470.1	1633	1752	1350	2240	393	2003	2678	2198	3263	3304	2993	2245	2833	3211	2123	1138	3098	5724	2032	2230	2053	1931	576	4646	3408	2776	2637
AT5G07475.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G07480.1	70	49	45	57	11	68	8	14	13	226	142	123	95	171	93	5	23	33	120	136	79	52	15	98	21	12	13
AT5G07490.1	0	0	0	1	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0
AT5G07500.1	49	34	32	39	6	30	103	88	114	128	106	83	35	21	19	10	54	107	54	60	50	29	3	52	94	85	92
AT5G07510.1	0	2	0	2	3	4	13	16	16	2	9	3	48	29	19	32	68	111	1	4	1	13	8	28	32	30	32
AT5G07520.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
AT5G07530.1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G07540.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07550.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07560.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
AT5G07570.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07571.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT5G07572.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT5G07580.1	24	27	27	1	1	9	0	2	0	118	5	5	1	3	0	2	2	4	19	21	10	2	0	2	1	4	1
AT5G07590.1	85	62	52	33	5	53	1	5	5	108	62	54	11	18	19	1	5	5	100	108	50	20	9	30	4	5	3
AT5G07600.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT5G07610.1	54	54	48	19	2	15	1	1	3	35	17	18	8	10	9	1	0	2	46	63	32	11	6	16	2	0	0
AT5G07620.1	38	20	16	11	4	4	2	0	0	12	8	8	6	1	2	1	1	0	24	19	15	9	1	2	1	0	1
AT5G07630.1	257	160	169	146	41	232	68	53	76	265	238	164	107	179	115	62	59	132	317	343	182	174	34	222	86	95	103
AT5G07640.1	8	1	5	6	1	11	24	20	25	8	9	7	14	33	10	8	30	73	7	11	7	18	4	14	26	33	24
AT5G07650.1	1	4	5	7	1	3	0	5	11	5	1	9	12	17	4	0	0	18	16	25	1	14	0	21	3	1	4
AT5G07660.1	17	12	4	4	2	13	4	0	6	32	6	14	9	8	2	2	3	7	15	24	7	6	3	8	2	3	3
AT5G07670.1	277	264	247	291	46	325	353	253	365	434	477	321	350	456	297	85	316	580	427	461	287	381	87	634	368	345	334
AT5G07680.1	20	16	13	26	3	31	15	20	23	10	14	10	20	9	8	11	16	27	18	21	15	9	2	42	27	12	16
AT5G07690.1	1	8	2	0	0	8	0	0	0	115	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
AT5G07700.1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07710.1	141	123	128	105	16	112	160	149	173	157	155	118	126	172	120	63	110	271	155	168	129	144	30	250	155	145	146
AT5G07720.1	29	21	28	17	2	17	7	8	4	24	12	17	27	30	14	2	2	10	21	24	30	23	8	36	3	1	8
AT5G07730.1	73	60	43	48	12	74	85	84	98	74	62	51	85	100	45	17	57	122	84	99	86	76	21	148	94	64	51
AT5G07740.1	686	368	270	345	151	649	306	313	327	721	638	726	742	822	730	141	224	529	913	1044	519	1095	134	1238	347	317	319
AT5G07760.1	2	2	2	3	1	3	0	2	1	12	0	1	1	1	1	0	0	0	1	1	0	0	2	2	0	1	1
AT5G07770.1	4	28	12	7	0	7	2	3	2	37	5	4	5	11	4	1	5	5	2	8	4	5	2	6	4	4	1
AT5G07780.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07790.1	126	72	81	88	19	130	62	56	67	117	102	86	53	74	49	16	35	76	99	122	73	87	28	150	70	66	64
AT5G07800.1	2	0	0	0	0	3	0	0	0	18	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0
AT5G07810.1	90	65	45	50	19	89	48	49	62	115	51	70	32	31	31	32	21	72	98	96	67	61	7	90	45	43	45
AT5G07820.1	27	31	17	24	3	23	32	24	31	39	39	30	9	6	9	3	6	17	28	32	22	19	7	34	19	19	17
AT5G07830.1	1071	918	709	1493	280	1402	1718	1476	1981	1781	1803	1470	1126	1553	1100	785	1304	2872	1294	1463	1031	1315	335	2304	1797	1831	1665
AT5G07840.1	265	179	181	215	54	262	190	141	172	284	252	182	162	209	138	55	152	406	298	342	221	282	53	322	204	182	153
AT5G07842.1	266	182	182	219	54	264	193	148	175	287	256	183	162	209	139	55	152	410	300	344	223	283	53	326	206	186	155
AT5G07850.1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G07860.1	59	58	44	80	23	86	6	5	8	168	59	75	302	312	208	8	36	59	112	152	76	91	18	188	11	14	12
AT5G07870.1	240	203	179	128	24	143	22	14	20	186	155	167	340	334	257	29	57	146	260	321	160	137	26	210	29	30	25
AT5G07880.1	20	12	13	39	6	67	47	41	52	36	24	22	56	82	43	19	23	61	32	36	32	70	15	120	47	36	43
AT5G07890.1	348	284	246	440	85	441	746	660	819	489	457	382	454	573	318	285	551	972	391	515	368	503	119	926	631	629	598
AT5G07900.1	300	299	245	312	47	378	174	132	168	358	277	253	128	190	141	17	72	117	377	391	287	245	56	376	138	109	110
AT5G07910.1	130	110	99	126	30	150	113	85	111	195	164	115	148	208	116	76	104	168	187	173	134	156	38	256	111	127	123
AT5G07920.1	530	410	308	566	125	611	676	533	669	659	683	611	731	830	619	120	252	648	657	720	462	712	134	1214	462	474	529
AT5G07930.3	3	1	2	1	1	4	1	0	2	2	3	0	1	1	1	0	1	0	1	3	1	0	1	0	0	0	0
AT5G07940.1	655	442	352	433	123	747	490	452	514	721	650	713	526	606	492	111	243	529	912	1019	626	760	117	1004	398	378	425
AT5G07950.1	607	740	559	581	127	596	602	482	748	867	906	625	460	561	384	208	325	607	844	854	782	488	165	1148	514	511	493
AT5G07960.1	783	992	830	657	105	611	402	346	451	978	789	612	646	731	459	241	377	734	803	853	806	481	182	1266	495	435	437
AT5G07970.1	866	622	488	805	192	940	1060	963	1192	916	874	990	933	1087	928	209	431	1022	1301	1290	877	1116	194	1618	672	768	792
AT5G07980.1	405	241	185	189	68	343	222	253	263	403	390	436	278	325	336	66	111	306	582	647	374	362	56	482	190	213	211
AT5G07990.1	261	139	157	141	45	215	69	48	59	932	858	756	99	142	112	31	85	190	477	508	332	99	19	154	81	83	73
AT5G08000.1	54	47	50	9	3	13	2	0	1	186	12	12	1	0	2	3	4	2	74	54	46	1	0	2	0	0	0
AT5G08010.1	81	89	70	60	15	53	24	24	32	96	67	71	25	38	17	3	6	16	88	89	77	83	16	102	21	22	15
AT5G08020.1	53	33	50	4	1	4	1	1	0	55	5	9	1	1	1	2	0	0	34	30	21	3	1	0	0	0	1
AT5G08030.1	5	1	3	3	0	4	10	10	7	3	6	7	10	15	9	7	16	20	1	3	2	8	1	16	11	10	9
AT5G08040.1	1541	1792	1607	1639	297	1611	531	398	535	1708	1364	1077	1254	1660	1047	184	442	633	1646	1666	1481	1181	395	2704	573	464	425
AT5G08050.1	24	46	36	16	2	28	1	3	3	175	15	17	26	33	18	4	4	6	28	20	22	10	5	20	0	5	0
AT5G08055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G08060.1	1690	1571	1459	1471	271	1555	1031	776	1128	1641	1373	1001	1500	1815	1154	315	890	1552	1711	1714	1304	1435	398	2636	1097	903	829
AT5G08070.1	24	17	10	13	2	21	5	1	2	28	18	14	16	10	7	2	3	9	40	34	22	34	5	34	8	6	10
AT5G08080.3	492	423	373	510	93	587	598	536	649	568	528	396	508	598	426	336	418	735	572	636	481	573	173	958	545	500	544
AT5G08090.1	0	0	1	3	1	0	1	3	0	4	0	0	1	1	2	0	1	3	0	0	1	1	1	2	3	4	2
AT5G08100.1	707	745	577	231	56	222	190	168	219	524	399	281	91	123	82	33	46	136	546	603	447	146	34	276	138	144	93
AT5G08110.1	138	91	70	80	22	105	27	27	30	108	106	107	56	65	54	27	40	83	170	159	104	78	16	122	39	33	37
AT5G08120.1	223	234	174	80	19	55	52	47	57	210	147	111	44	42	40	17	19	54	235	210	169	48	18	100	32	34	40
AT5G08130.5	1042	763	538	647	154	819	614	644	677	701	614	555	385	502	367	105	171	343	1251	1430	792	860	169	996	442	445	402
AT5G08139.1	257	253	236	370	69	336	758	590	709	360	491	378	500	616	334	161	592	1138	299	385	280	432	137	724	710	550	571
AT5G08141.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AT5G08150.1	16	19	15	42	6	29	8	6	7	27	17	11	22	32	13	2	8	0	25	23	22	21	11	44	8	8	6
AT5G08160.1	673	525	461	380	75	345	131	107	164	402	374	313	279	370	279	69	105	204	599	523	429	309	77	656	144	119	117
AT5G08170.1	387	332	290	312	58	278	233	190	263	264	237	197	291	323	242	104	133	297	450	442	330	325	73	722	228	193	173
AT5G08180.1	3927	3836	3550	3782	638	3858	419	347	399	2840	2576	1934	1717	2154	1350	212	284	530	4535	4757	3572	2319	789	4960	558	474	412
AT5G08185.2	42	51	38	11	3	17	4	2	2	38	21	22	7	19	6	4	3	6	47	49	32	10	8	18	1	2	0
AT5G08190.1	371	322	280	416	96	500	631	555	661	488	475	345	592	705	446	373	569	1104	517	563	407	528	128	884	751	723	720
AT5G08200.1	246	182	139	208	55	307	248	239	270	241	222	202	320	423	273	32	127	298	321	344	199	404	72	498	190	223	232
AT5G08220.1	56	33	30	17	7	30	72	47	69	67	56	38	34	44	18	48	46	99	61	86	39	55	11	48	56	44	34
AT5G08230.1	445	249	206	215	81	391	406	397	481	437	504	535	324	352	309	155	309	759	678	771	371	484	67	602	419	383	372
AT5G08240.1	295	286	266	753	138	655	520	438	553	363	310	239	546	618	394	165	451	914	285	393	297	547	149	1252	765	626	601
AT5G08250.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
AT5G08260.1	7032	5773	4627	1747	366	2079	180	157	193	2207	2122	1680	122	102	109	34	64	137	5376	5122	3751	824	243	1540	299	275	248
AT5G08270.1	257	229	230	268	51	248	188	149	206	271	190	142	143	216	141	32	118	175	234	255	193	198	59	352	172	134	125
AT5G08280.1	2268	2009	1773	1410	270	1609	880	721	846	2148	784	743	737	910	672	355	589	1158	1760	1695	1245	1011	283	1748	880	764	789
AT5G08290.1	1162	1143	986	1905	332	1838	1636	1309	1609	1422	1164	869	2361	2986	1897	538	1724	2855	1206	1352	1139	1776	556	3886	1880	1490	1326
